Sentence,Label
"If there is at least one people who is tremendous, then Boris is not delightful and Ryan is not happy.",implication
Ryan being not rude implies that Kianna is delightful and Clifford is not chestnut.,implication
Clifford being chestnut implies that Culbert is delightful.,implication
Ryan being not rude implies that Leona is not conscious.,implication
Leona being conscious and Kianna being not delightful imply that Ryan is happy.,implication
Someone who is both not tremendous and not rude is always not chestnut.,implication
"If there is at least one people who is not chestnut or happy, then Boris is not delightful.",implication
It can be concluded that Ryan is not conscious once knowing that Leona is delightful or Clifford is tremendous.,implication
Tommy is not rude.,negation
Kianna is not delightful.,negation
Boris is not chestnut.,negation
Clifford is not chestnut.,negation
Culbert is not conscious.,negation
Boris is not happy.,negation
Kianna is not tremendous.,negation
Tommy is not tremendous.,negation
Tommy is not delightful.,negation
Clifford is not conscious.,negation
Culbert is not happy.,negation
Ryan is not happy.,negation
Robyn is aware.,fact
Bryant is bumpy.,fact
Buck is shallow.,fact
Kingsley is bumpy.,fact
Sophia is not desperate.,fact
Kingsley is not desperate.,fact
Justin is yellow.,fact
Robyn is shallow.,fact
Justin is not boring.,fact
Sophia is yellow.,fact
Caldwell is not yellow.,fact
Robyn is not bumpy.,fact
Sophia being aware or Bryant being not shallow implies that Robyn is not desperate.,implication
"If there is someone who is either not yellow or desperate, then Caldwell is aware.",implication
It can be concluded that Sophia is desperate once knowing that Bryant is shallow or Robyn is boring.,implication
It can be concluded that Justin is not bumpy once knowing that Caldwell is shallow or Justin is not yellow.,implication
All not shallow people are desperate.,implication
"If there is someone who is both not aware and not desperate, then Buck is boring.",implication
"If someone is yellow, then he is both not desperate and boring.",implication
"If there is someone who is bumpy, then Kingsley is not shallow.",implication
It can be concluded that Kingsley is bumpy once knowing that Justin is not desperate and Bryant is not boring.,implication
It can be concluded that Kingsley is desperate once knowing that Kingsley is aware.,implication
Robyn is not shallow.,negation
Sophia is not yellow.,negation
Kingsley is not desperate.,negation
Bryant is not boring.,negation
Justin is not boring.,negation
Robyn is not yellow.,negation
Caldwell is not bumpy.,negation
Sophia is not boring.,negation
Justin is not shallow.,negation
Sophia is not desperate.,negation
Crispin is pleasant.,fact
Blanca is smart.,fact
Braden is not smart.,fact
Theodore is pleasant.,fact
Deborah is not cool.,fact
Braden is happy.,fact
Crispin is cheeky.,fact
Harlan is not pleasant.,fact
Harlan is expensive.,fact
Aubrey is not cool.,fact
Aubrey is happy.,fact
Crispin is not expensive.,fact
Aubrey being not cheeky and Blanca being not smart imply that Harlan is not cool.,implication
"If Crispin is not expensive or Harlan is not smart, then Aubrey is not happy.",implication
"If someone is cheeky, then he is both pleasant and expensive.",implication
Deborah being not cheeky and Braden being happy imply that Aubrey is smart.,implication
"If there is at least one people who is both expensive and cool, then Braden is not smart.",implication
Someone who is eithor expensive or pleasant is always cheeky.,implication
It can be concluded that Theodore is not smart and Theodore is cool once knowing that Harlan is pleasant.,implication
"If there is someone who is expensive, then Braden is not smart.",implication
"If Crispin is smart, then Crispin is cheeky and Harlan is pleasant.",implication
"If there is someone who is not expensive, then Blanca is pleasant.",implication
Crispin is not smart.,negation
Theodore is not expensive.,negation
Theodore is not pleasant.,negation
Harlan is not pleasant.,negation
Crispin is not pleasant.,negation
Aubrey is not cheeky.,negation
Braden is not cheeky.,negation
Crispin is not cheeky.,negation
Deborah is not cool.,negation
Blanca is not pleasant.,negation
Cedric is not annoying.,fact
Kane is not oak.,fact
Quillan is mental.,fact
Alexis is available.,fact
Chandler is not available.,fact
Glen is not mental.,fact
Chandler is cloudy.,fact
Grayson is not worried.,fact
Chandler is not oak.,fact
Cedric is not cloudy.,fact
Grayson is oak.,fact
Quillan is cloudy.,fact
"If Chandler is not annoying and Quillan is available, then Chandler is not mental.",implication
"If someone is both oak and not annoying, then he is not cloudy.",implication
All not worried people are cloudy.,implication
"If someone is not cloudy or not annoying, then he is oak.",implication
It can be concluded that Cedric is not annoying once knowing that Kane is mental or Chandler is not worried.,implication
It can be concluded that Chandler is worried and Grayson is mental once knowing that Grayson is cloudy and Quillan is available.,implication
"As long as someone is not annoying, he is worried and mental.",implication
"If there is someone who is oak, then Alexis is not cloudy and Cedric is available.",implication
"If there is someone who is not cloudy, then Cedric is oak.",implication
"As long as someone is cloudy and not oak, he is not annoying and not mental.",implication
"As long as someone is worried, he is not annoying and not oak.",implication
Quillan is not annoying.,negation
Glen is not oak.,negation
Cedric is not mental.,negation
Chandler is not available.,negation
Kane is not oak.,negation
Glen is not annoying.,negation
Cedric is not worried.,negation
Grayson is not cloudy.,negation
Quillan is not mental.,negation
Cedric is not oak.,negation
Kane is not worried.,negation
Chandler is not mental.,negation
Kianna is imaginative.,fact
John is not jealous.,fact
John is massive.,fact
Jerry is not wandering.,fact
John is not perfect.,fact
Jerry is massive.,fact
Odessa is not massive.,fact
Jerry is dark.,fact
Kane is imaginative.,fact
Kane is wandering.,fact
John is not wandering.,fact
Kent is not jealous.,fact
Someone who is imaginative is always not massive.,implication
"If there is someone who is either wandering or imaginative, then Odessa is not massive.",implication
"If there is at least one people who is both not imaginative and jealous, then John is perfect.",implication
It can be concluded that Hamlin is not wandering once knowing that John is jealous and Kent is not imaginative.,implication
"As long as someone is not massive, he is not jealous and not wandering.",implication
"If there is at least one people who is both not dark and not jealous, then Odessa is perfect.",implication
"If there is someone who is both not jealous and not dark, then Jerry is not perfect.",implication
All not dark people are not imaginative.,implication
"If someone who is dark is also not jealous, then he is not imaginative.",implication
All perfect people are imaginative.,implication
Hamlin is not imaginative.,negation
John is not dark.,negation
Kane is not imaginative.,negation
Odessa is not jealous.,negation
Kianna is not imaginative.,negation
Odessa is not wandering.,negation
Odessa is not perfect.,negation
Jerry is not perfect.,negation
Goddard is serious.,fact
Jessie is miniscule.,fact
Goddard is not traditional.,fact
Antonio is miniscule.,fact
Jorge is yellow.,fact
Jorge is not crazy.,fact
Gilbert is not serious.,fact
Kirk is yellow.,fact
Jessie is not cautious.,fact
Antonio is serious.,fact
Gilbert is not traditional.,fact
Ives is not traditional.,fact
"If Jessie is serious, then Ives is not traditional and Goddard is cautious.",implication
"If there is someone who is both not traditional and not cautious, then Jessie is not miniscule.",implication
Goddard being crazy and Gilbert being yellow imply that Jessie is not miniscule.,implication
It can be concluded that Ives is traditional once knowing that Goddard is serious.,implication
"If there is at least one people who is either miniscule or not crazy, then Jorge is yellow and Gilbert is not serious.",implication
Jorge being traditional and Goddard being serious imply that Ives is not crazy and Kirk is not miniscule.,implication
"If there is at least one people who is crazy, then Gilbert is not cautious.",implication
"If there is someone who is not yellow, then Goddard is not miniscule and Ives is traditional.",implication
